-0.04966629547095758	1.0	-2.0	0.4	0.4
-0.04829212973228025	1.0	-2.0	0.4	0.4
-0.04691796399360282	1.0	-2.0	0.4	0.4
-0.045543798254925494	1.0	-2.0	0.4	0.4
-0.04416963251624806	1.0	-2.0	0.4	0.4
-0.04279546677757062	1.0	-2.0	0.4	0.4
-0.0414213010388933	1.0	-2.0	0.4	0.4
-0.040047135300215864	1.0	-2.0	0.4	0.4
-0.03867296956153854	1.0	-2.0	0.4	0.4
-0.037298803822861104	1.0	-2.0	0.4	0.4
-0.03592463808418367	1.0	-2.0	0.4	0.4
-0.034550472345506344	1.0	-2.0	0.4	0.4
-0.0331763066068288	1.0	-2.0	0.4	0.4
-0.031802140868151585	1.0	-2.0	0.4	0.4
-0.03042797512947404	1.0	-2.0	0.4	0.4
-0.029053809390796714	1.0	-2.0	0.4	0.4
-0.02767964365211928	1.0	-2.0	0.4	0.4
-0.026305477913441955	1.0	-2.0	0.4	0.4
-0.02493131217476452	1.0	-2.0	0.4	0.4
-0.023557146436087084	1.0	-2.0	0.4	0.4
-0.02218298069740976	1.0	-2.0	0.4	0.4
-0.020808814958732325	1.0	-2.0	0.4	0.4
-0.01943464922005489	1.0	-2.0	0.4	0.4
-0.018060483481377565	1.0	-2.0	0.4	0.4
-0.01668631774270013	1.0	-2.0	0.4	0.4
-0.015312152004022805	1.0	-2.0	0.4	0.4
-0.01393798626534537	1.0	-2.0	0.4	0.4
-0.012563820526667935	1.0	-2.0	0.4	0.4
-0.01118965478799061	1.0	-2.0	0.4	0.4
-0.009815489049313175	1.0	-2.0	0.4	0.4
-0.008441323310635851	1.0	-2.0	0.4	0.4
-0.007067157571958416	1.0	-2.0	0.4	0.4
-0.00569299183328098	1.0	-2.0	0.4	0.4
-0.004318826094603656	1.0	-2.0	0.4	0.4
-0.0029446603559262208	1.0	-2.0	0.4	0.4
-0.0015704946172488965	1.0	-2.0	0.4	0.4
-0.0001963288785714612	1.0	-2.0	0.4	0.4
0.0011778368601059186	1.0	-2.0	0.4	0.4
0.0025520025987832984	1.0	-2.0	0.4	0.4
0.003926168337460789	1.0	-2.0	0.4	0.4
0.0053003340761381135	1.0	-2.0	0.4	0.4
0.006674499814815604	1.0	-2.0	0.4	0.4
0.008048665553492873	1.0	-2.0	0.4	0.4
0.009422831292170364	1.0	-2.0	0.4	0.4
0.010796997030847688	1.0	-2.0	0.4	0.4
0.012171162769525123	1.0	-2.0	0.4	0.4
0.013545328508202559	1.0	-2.0	0.4	0.4
0.014919494246879939	1.0	-2.0	0.4	0.4
0.01629365998555732	1.0	-2.0	0.4	0.4
0.017667825724234698	1.0	-2.0	0.4	0.4
0.019041991462912078	1.0	-2.0	0.4	0.4
0.020416157201589402	1.0	-2.0	0.4	0.4
0.021790322940266893	1.0	-2.0	0.4	0.4
0.023164488678944273	1.0	-2.0	0.4	0.4
0.024538654417621653	1.0	-2.0	0.4	0.4
0.025912820156299032	1.0	-2.0	0.4	0.4
0.027286985894976468	1.0	-2.0	0.4	0.4
0.028661151633653847	1.0	-2.0	0.4	0.4
0.030035317372331227	1.0	-2.0	0.4	0.4
0.03140948311100861	1.0	-2.0	0.4	0.4
0.03278364884968599	1.0	-2.0	0.4	0.4
0.03415781458836342	1.0	-2.0	0.4	0.4
0.0355319803270408	1.0	-2.0	0.4	0.4
0.03690614606571818	1.0	-2.0	0.4	0.4
0.03828031180439556	1.0	-2.0	0.4	0.4
0.03965447754307294	1.0	-2.0	0.4	0.4
0.04102864328175043	1.0	-2.0	0.4	0.4
0.042402809020427756	1.0	-2.0	0.4	0.4
0.04377697475910525	1.0	-2.0	0.4	0.4
0.045151140497782516	1.0	-2.0	0.4	0.4
0.04652530623646001	1.0	-2.0	0.4	0.4
0.04789947197513733	1.0	-2.0	0.4	0.4
0.04927363771381471	1.0	-2.0	0.4	0.4
0.0506478034524922	1.0	-2.0	0.4	0.4
0.05202196919116958	1.0	-2.0	0.4	0.4
0.05339613492984696	1.0	-2.0	0.4	0.4
0.054770300668524285	1.0	-2.0	0.4	0.4
0.05614446640720172	1.0	-2.0	0.4	0.4
0.057518632145879156	1.0	-2.0	0.4	0.4
0.058892797884556536	1.0	-2.0	0.4	0.4
0.060266963623233916	1.0	-2.0	0.4	0.4
0.061641129361911295	1.0	-2.0	0.4	0.4
0.06301529510058868	1.0	-2.0	0.4	0.4
0.06438946083926611	1.0	-2.0	0.4	0.4
0.06576362657794349	1.0	-2.0	0.4	0.4
0.06713779231662087	1.0	-2.0	0.4	0.4
0.06851195805529825	1.0	-2.0	0.4	0.4
0.06988612379397563	1.0	-2.0	0.4	0.4
0.07126028953265306	1.0	-2.0	0.4	0.4
0.07263445527133044	1.0	-2.0	0.4	0.4
0.07400862101000782	1.0	-2.0	0.4	0.4
0.0753827867486852	1.0	-2.0	0.4	0.4
0.07675695248736258	1.0	-2.0	0.4	0.4
0.07813111822604007	1.0	-2.0	0.4	0.4
0.0795052839647174	1.0	-2.0	0.4	0.4
0.08087944970339489	1.0	-2.0	0.4	0.4
0.08225361544207216	1.0	-2.0	0.4	0.4
0.08362778118074954	1.0	-2.0	0.4	0.4
0.08500194691942697	1.0	-2.0	0.4	0.4
0.08637611265810441	1.0	-2.0	0.4	0.4
0.08775027839678184	1.0	-2.0	0.4	0.4
0.08912444413545911	1.0	-2.0	0.4	0.4
0.0904986098741366	1.0	-2.0	0.4	0.4
0.09187277561281398	1.0	-2.0	0.4	0.4
0.09324694135149136	1.0	-2.0	0.4	0.4
0.09462110709016869	1.0	-2.0	0.4	0.4
