-0.18472691925560836	0.445	0.698	3.528
-0.1830151019574694	0.445	0.698	3.528
-0.18130328465933032	0.445	0.698	3.528
-0.17959146736119147	0.445	0.698	3.528
-0.17787965006305229	0.445	0.698	3.528
-0.17616783276491332	0.445	0.698	3.528
-0.17445601546677436	0.445	0.698	3.528
-0.1727441981686353	0.445	0.698	3.528
-0.17103238087049621	0.445	0.698	3.528
-0.16932056357235725	0.445	0.698	3.528
-0.16760874627421818	0.445	0.698	3.528
-0.1658969289760791	0.445	0.698	3.528
-0.16418511167794014	0.445	0.698	3.528
-0.16247329437980118	0.445	0.698	3.528
-0.1607614770816621	0.445	0.698	3.528
-0.15904965978352315	0.445	0.698	3.528
-0.15733784248538407	0.445	0.698	3.528
-0.1556260251872451	0.445	0.698	3.528
-0.15391420788910604	0.445	0.698	3.528
-0.15220239059096696	0.445	0.698	3.528
-0.150490573292828	0.445	0.698	3.528
-0.14877875599468893	0.445	0.698	3.528
-0.14706693869654985	0.445	0.698	3.528
-0.1453551213984109	0.445	0.698	3.528
-0.14364330410027182	0.445	0.698	3.528
-0.14193148680213297	0.445	0.698	3.528
-0.1402196695039939	0.445	0.698	3.528
-0.13850785220585482	0.445	0.698	3.528
-0.13679603490771586	0.445	0.698	3.528
-0.13508421760957678	0.445	0.698	3.528
-0.1333724003114377	0.445	0.698	3.528
-0.13166058301329875	0.445	0.698	3.528
-0.1299487657151598	0.445	0.698	3.528
-0.1282369484170206	0.445	0.698	3.528
-0.12652513111888175	0.445	0.698	3.528
-0.12481331382074268	0.445	0.698	3.528
-0.12310149652260372	0.445	0.698	3.528
-0.12138967922446464	0.445	0.698	3.528
-0.11967786192632557	0.445	0.698	3.528
-0.1179660446281866	0.445	0.698	3.528
-0.11625422733004753	0.445	0.698	3.528
-0.11454241003190846	0.445	0.698	3.528
-0.11283059273376961	0.445	0.698	3.528
-0.11111877543563042	0.445	0.698	3.528
-0.10940695813749157	0.445	0.698	3.528
-0.1076951408393525	0.445	0.698	3.528
-0.10598332354121343	0.445	0.698	3.528
