0.000000000000000000e+00 9.999735355377197266e-01 -3.246727399528026581e-03 9.988231658935546875e-01
1.010101010101010187e-02 9.999740123748779297e-01 -3.255789866670966148e-03 9.988249540328979492e-01
2.020202020202020374e-02 9.999750852584838867e-01 -3.266196232289075851e-03 9.988269805908203125e-01
3.030303030303030387e-02 9.999765157699584961e-01 -3.278155112639069557e-03 9.988294839859008789e-01
4.040404040404040747e-02 9.999786019325256348e-01 -3.291375935077667236e-03 9.988324046134948730e-01
5.050505050505051108e-02 9.999815225601196289e-01 -3.305867547169327736e-03 9.988359212875366211e-01
6.060606060606060774e-02 9.999848604202270508e-01 -3.321046009659767151e-03 9.988397359848022461e-01
7.070707070707071829e-02 9.999891519546508789e-01 -3.336184658110141754e-03 9.988438487052917480e-01
8.080808080808081495e-02 9.999941587448120117e-01 -3.350334707647562027e-03 9.988477826118469238e-01
9.090909090909091161e-02 9.999995827674865723e-01 -3.362449118867516518e-03 9.988512992858886719e-01
1.010101010101010222e-01 1.000004768371582031e+00 -3.372580045834183693e-03 9.988546371459960938e-01
1.111111111111111188e-01 1.000009775161743164e+00 -3.380491165444254875e-03 9.988571405410766602e-01
1.212121212121212155e-01 1.000013947486877441e+00 -3.386548254638910294e-03 9.988591670989990234e-01
1.313131313131313260e-01 1.000017642974853516e+00 -3.391273086890578270e-03 9.988605976104736328e-01
1.414141414141414366e-01 1.000020503997802734e+00 -3.394922474399209023e-03 9.988617897033691406e-01
1.515151515151515194e-01 1.000022649765014648e+00 -3.397949039936065674e-03 9.988624453544616699e-01
1.616161616161616299e-01 1.000024795532226562e+00 -3.400409361347556114e-03 9.988631010055541992e-01
1.717171717171717404e-01 1.000026822090148926e+00 -3.402457106858491898e-03 9.988635182380676270e-01
1.818181818181818232e-01 1.000029802322387695e+00 -3.404367947950959206e-03 9.988636374473571777e-01
1.919191919191919338e-01 1.000033855438232422e+00 -3.406337928026914597e-03 9.988630414009094238e-01
2.020202020202020443e-01 1.000039696693420410e+00 -3.408221527934074402e-03 9.988617897033691406e-01
2.121212121212121271e-01 1.000048041343688965e+00 -3.410708159208297729e-03 9.988588094711303711e-01
2.222222222222222376e-01 1.000058174133300781e+00 -3.414073260501027107e-03 9.988535642623901367e-01
2.323232323232323482e-01 1.000068068504333496e+00 -3.416818333789706230e-03 9.988424777984619141e-01
2.424242424242424310e-01 1.000058174133300781e+00 -3.394810017198324203e-03 9.987980127334594727e-01
2.525252525252525415e-01 9.997432231903076172e-01 -2.996693132445216179e-03 9.983292818069458008e-01
2.626262626262626521e-01 9.938050508499145508e-01 4.077238496392965317e-03 9.900475144386291504e-01
2.727272727272727626e-01 9.669497013092041016e-01 3.628906607627868652e-02 9.527537822723388672e-01
2.828282828282828731e-01 9.339894056320190430e-01 7.684130221605300903e-02 9.075241088867187500e-01
2.929292929292929282e-01 9.019479751586914062e-01 1.173727661371231079e-01 8.641844987869262695e-01
3.030303030303030387e-01 8.704859018325805664e-01 1.583182364702224731e-01 8.222162723541259766e-01
3.131313131313131493e-01 8.393622040748596191e-01 2.000192999839782715e-01 7.812939882278442383e-01
3.232323232323232598e-01 8.087521195411682129e-01 2.422783374786376953e-01 7.416515946388244629e-01
3.333333333333333703e-01 7.789734005928039551e-01 2.846662104129791260e-01 7.036838531494140625e-01
3.434343434343434809e-01 7.502802610397338867e-01 3.267763853073120117e-01 6.676725149154663086e-01
3.535353535353535914e-01 7.227280139923095703e-01 3.684382736682891846e-01 6.336261630058288574e-01
3.636363636363636465e-01 6.961122155189514160e-01 4.098632037639617920e-01 6.012323498725891113e-01
3.737373737373737570e-01 6.700781583786010742e-01 4.515556693077087402e-01 5.700168013572692871e-01
3.838383838383838675e-01 6.443957090377807617e-01 4.939212203025817871e-01 5.396856665611267090e-01
3.939393939393939781e-01 6.191591620445251465e-01 5.368891358375549316e-01 5.103503465652465820e-01
4.040404040404040886e-01 5.946639776229858398e-01 5.799973607063293457e-01 4.823412895202636719e-01
4.141414141414141992e-01 5.711139440536499023e-01 6.228330731391906738e-01 4.558411240577697754e-01
4.242424242424242542e-01 5.485002994537353516e-01 6.653278470039367676e-01 4.307717382907867432e-01
4.343434343434343647e-01 5.267096161842346191e-01 7.076685428619384766e-01 4.069627523422241211e-01
4.444444444444444753e-01 5.056323409080505371e-01 7.500906586647033691e-01 3.842815458774566650e-01
4.545454545454545858e-01 4.851192831993103027e-01 7.929020524024963379e-01 3.625646829605102539e-01
4.646464646464646964e-01 4.649408161640167236e-01 8.365646004676818848e-01 3.415623903274536133e-01
4.747474747474748069e-01 4.451133608818054199e-01 8.809944987297058105e-01 3.212822377681732178e-01
4.848484848484848619e-01 4.269768595695495605e-01 9.228936433792114258e-01 3.030430078506469727e-01
4.949494949494949725e-01 4.142643213272094727e-01 9.528492689132690430e-01 2.904452085494995117e-01
5.050505050505050830e-01 4.093498587608337402e-01 9.644390940666198730e-01 2.856273949146270752e-01
5.151515151515152491e-01 4.082611799240112305e-01 9.668034315109252930e-01 2.845243811607360840e-01
5.252525252525253041e-01 4.078455567359924316e-01 9.676407575607299805e-01 2.840948104858398438e-01
5.353535353535353591e-01 4.076504111289978027e-01 9.680725336074829102e-01 2.838890552520751953e-01
5.454545454545455252e-01 4.075013399124145508e-01 9.684958457946777344e-01 2.837222814559936523e-01
5.555555555555555802e-01 4.073716700077056885e-01 9.689015746116638184e-01 2.835856974124908447e-01
5.656565656565657463e-01 4.072924852371215820e-01 9.691579341888427734e-01 2.835172712802886963e-01
5.757575757575758013e-01 4.072725176811218262e-01 9.692167043685913086e-01 2.835220992565155029e-01
5.858585858585858563e-01 4.072977304458618164e-01 9.691065549850463867e-01 2.835776805877685547e-01
5.959595959595960224e-01 4.073497354984283447e-01 9.688819050788879395e-01 2.836585044860839844e-01
6.060606060606060774e-01 4.074147939682006836e-01 9.685985445976257324e-01 2.837455272674560547e-01
6.161616161616162435e-01 4.074872732162475586e-01 9.683029651641845703e-01 2.838270366191864014e-01
6.262626262626262985e-01 4.075679183006286621e-01 9.680346846580505371e-01 2.838969230651855469e-01
6.363636363636364646e-01 4.076675176620483398e-01 9.678286314010620117e-01 2.839528918266296387e-01
6.464646464646465196e-01 4.078123271465301514e-01 9.677065610885620117e-01 2.839981913566589355e-01
6.565656565656565746e-01 4.080560207366943359e-01 9.676544070243835449e-01 2.840437293052673340e-01
